title,description
TOYOTA/LEXUSの共通IDコントロールセンターでメールの受信設定を変更する方法は何ですか？,メールマガジンの受信設定につきましては、各サービスにてお手続きをお願いいたします。
消してしまったクルマをTOYOTA/LEXUSの共通IDコントロールセンターで再度表示する方法はありますか？,「非表示にしたクルマ」より非表示の取り消しが行えます。
TOYOTA/LEXUSの共通IDコントロールセンターで、興味・関心のあるクルマを削除する方法は何ですか？,"クルマの「×」を押すことで非表示にできます。
興味・関心のあるクルマや購入予定時期、クルマの主な使用目的、使用人数などすべての表示をやめたい場合は「パーソナルデータを活用したご検討状況の利用を許可する」をオフにしてください。"
TOYOTA/LEXUSの共通IDコントロールセンターで、興味・関心のあるクルマが表示されない場合、どのように対処すればよいですか？,"別のTOYOTA/LEXUSの共通IDでログインされた際に閲覧したログなどは考慮されないため、閲覧したクルマが表示されない場合があります。
×ボタンを押された場合は「非表示にしたクルマ」に移動しています。"
TOYOTA/LEXUSの共通IDを使用して、マイカーの情報を変更する方法は何ですか？,"T-Connect／G-Link／G-Link Lite のクルマについては連携と連携解除のみ実施いただけます。契約内容（含む登録ナンバー、車検満了日）につきましてはご契約の販売店へお願いいたします。
上記以外のおクルマにつきましては、車名横のボタンより車検満了日のみ変更やおクルマを削除いただけます。
メーカーや車種の変更の場合は「クルマを追加する」より新たにご登録ください。"
TOYOTA/LEXUSの共通IDコントロールセンターで、登録したいメーカー・ブランドが見つからない場合、どのように対処すればよいですか？,お手数ですが、メーカー名で「その他」を選択いただき、車名の入力をお願いいたします。
TOYOTA/LEXUSの共通IDコントロールセンターのサービスを解約する方法は何ですか？,ご利用中のサービス一覧画面のサービス名横のメニュー「サービスの削除」より処理を進めてください。サービスの利用解除の方法についてはサービスにより異なります。
TOYOTA/LEXUSの共通IDコントロールセンターで、ご利用履歴を削除または非表示にする方法は何ですか？,ご利用履歴の削除は行えません。
TOYOTA/LEXUSの共通IDコントロールセンターにはどのような機能がありますか？,"コントロールセンターには以下の機能があります。
　・TOYOTA/LEXUSの共通IDに関するお知らせ
　・TOYOTA/LEXUSの共通IDでご利用中のサービス一覧
　・TOYOTA/LEXUSの共通IDのお客さま情報／セキュリティ設定の管理
　・マイカー情報の管理
　・パーソナルデータの利用に関する設定
　・ご利用履歴の一覧
　・TOYOTA/LEXUSの共通IDで受信可能なメールの一覧"
メールマガジンの停止手続きを行ったにも関わらず、なぜまだメールが届くのですか？,メールマガジンの配信停止手続きの時期により、配信停止が次々回からとなる場合がございます。
トヨタ車以外をマイカーに登録した場合、どのような機能が利用できますか？,"トヨタ自動車のWEBサイト（ https://toyota.jp ）の試乗予約・購入相談・カタログ請求時、、およびLEXUSのWEBサイト（ https://lexus.jp ）の試乗予約・来店予約・カタログ請求時に販売店へ情報を共有することが可能です。（情報を共有するを選択された場合のみ、販売店に情報が共有されます）
他メーカーからの乗り換えをご検討の場合はご活用ください。"
なぜ私が選択していないのに、興味・関心のあるクルマや購入予定時期などの情報がTOYOTA/LEXUSの共通IDコントロールセンターに登録されているのですか？,"TOYOTAのwebサイトで閲覧された車種や、MyTOYOTAで試された「ぴったりクルマ診断」の結果からAIが推定した情報を反映しています。
 
※「ぴったりクルマ診断」コンテンツは2023年3月16日で終了しましたが、過去の回答内容は利用させていただくことがあります。"
お気に入りに保存したTOYOTA/LEXUS車の情報は、どこで確認できますか？,ログイン後の「パーソナルデータ許可設定」画面で確認できます。
信頼済み端末とは、TOYOTA/LEXUSの共通IDで何を指しますか？,"2段階認証をおこなった端末を「信頼済み端末」として登録することで、次回以降のログインで2段階認証を省略することができます。
2段階認証の認証コードを入力する際に「この端末では次回からの認証コードの入力を省略」にチェックをすることで登録ができます。
お使いの端末の状態により、ブラウザやサービス（WEBサイトやアプリ）ごとに登録が必要な場合があるほか、プライベートモードやシークレットモードのブラウザでは2段階認証を求める場合があります。
また、登録できる端末数には限りがあるためご注意ください。"
TOYOTA/LEXUSの共通ID新規取得時に、認証コードの電話が届かない場合はどうすればいいですか？,"混雑状況により音声通話の架電開始までにお時間がかかる場合があるためしばらくお待ちください。
また、登録した電話番号に誤りがないか今一度ご確認ください。"
TOYOTA/LEXUSの共通IDに関連して、心当たりのない認証コードを通知する電話がかかってきた場合、どのような対処をすべきですか？,"第三者が不正にログインを試みている可能性があります。早急にパスワードの変更をしてください。
「（TOYOTA/LEXUSの共通IDの）登録情報」画面よりパスワードの変更で再設定が可能です。

その他、第三者が登録時に誤ってお客さまの電話番号を入力した可能性がございます。"
iPhoneを使用しているお客様において、iOS 16アップデートに関する注意点は何ですか？,"9月13日に正式配信された最新のiOS16で、新規登録時のパスワード設定において、画面がフリーズし強制終了する事象が確認されました。
本事象については、2022年10月25日に配信されたiOS16.1へアップデートすることで解消した事例がございます。iOSのアップデートをご検討ください。

アップデート後にも事象が解消しない場合、ブラウザのJavaScriptおよびCookieの設定を確認ください。
JavaScriptおよびCookieの機能がブロックされている場合、正しく表示されません。
　・設定＞Safari＞詳細＞JavaScript をオン
　・設定＞Safari＞すべてのCookieをブロック をオフ"
マイカーの情報はどこから表示されていますか？,"ログインしているTOYOTA/LEXUSの共通IDに連携されているテレマティクスサービスの車両情報を表示します。
My LEXUSやMy TOYOTA+などからTOYOTA/LEXUSの共通IDへ連携したT-Connect ID、G-Link Lite IDの車両情報や、レクサスオーナーズカードIDに対応するテレマティクスサービスご利用の車両情報が対象です。
また、連携されていない車両でも手動で車名や車検満了日を登録することができます。"
TOYOTA/LEXUSの共通IDサイトで文字化けが発生している場合、どのように対処すればよいですか？,"サイトの文字が正しく表示されないまたは日本語がおかしいなどの場合、「英語のページを翻訳する」といったブラウザの自動翻訳機能が動作している場合があります。
ご利用の際は「翻訳しない」へ設定のうえご利用ください。
 
自動翻訳機能につきましては、ご利用のブラウザの設定を確認ください。"
法人でTOYOTA/LEXUSの共通IDを登録する際に必要な情報は何ですか？,"法人のTOYOTA/LEXUSの共通ID登録に必要な情報は以下になります。
①法人名
②法人名（カナ）
③担当者名
④担当者名（カナ）
⑤郵便番号
⑥住所
⑦連絡先電話番号"
2段階認証は、TOYOTA/LEXUSの共通IDにおいてどのようなセキュリティ機能ですか？,"2段階認証とは、スマートフォンやパソコンからログインする際に、IDとパスワードの他に、SMSや音声通話、バックアップコードを利用してお客様の大切なIDを不正利用から守るセキュリティ対策です。
第三者による不正なログインの危険を減らし、安心・安全にご利用いただくため、TOYOTA/LEXUSの共通IDでは2段階認証を導入しています。"
トヨタ/レクサスの共通IDに関するセキュリティ対策はどのようなものがありますか？,大切なお客様の情報をお守りするために、不正ログイン検知のお知らせや2段階認証およびFIDO規格に準じた生体認証の採用をしています。
認証コードがSMSで送られてきたが、自分ではリクエストしていない場合、どのような対処をすべきですか？,"第三者が不正にログインを試みている可能性があります。早急にパスワードの変更をしてください。
「（TOYOTA/LEXUSの共通IDの）登録情報」画面よりパスワードの変更で再設定が可能です。

「登録手続きを完了するには」というメッセージが届いた場合につきましては、第三者が誤ってお客さまの電話番号を入力した可能性がございます。大変お手数ではございますが破棄いただきますようお願いいたします。"
TOYOTA/LEXUSの共通IDに関して、心当たりのないログインアラートのメールが届いた場合、どのような対処をすべきですか？,"心当たりのないログインアラートのメールが来た場合は早急にパスワードをご変更ください。
「（TOYOTA/LEXUSの共通IDの）登録情報」画面よりパスワードの変更で再設定が可能です。

ログインアラートについては、すでにお使いの端末であってもその端末で初めてのサービス（WEBサイトやアプリ）へログインされる際や普段とは異なるブラウザでのログイン、プライベートモードやシークレットモードのブラウザからのログイン時に送付されます。"
一度削除したTOYOTA/LEXUSの共通IDを再登録する方法はありますか？,"同じメールアドレスでの再登録は可能です。ただし過去のお客様の情報は削除されておりますので、復元はできません。
改めてお客様情報の登録をお願いいたします。"
メールアドレスがない場合、TOYOTA/LEXUSの共通IDを取得する方法はありますか？,TOYOTA/LEXUSの共通IDを取得するためには、メールアドレスが必須となりますので、無料で利用できるフリーメール（Gmail、Yahoo!メールなど）の取得をお願いいたします。
他のユーザーとTOYOTA/LEXUSの共通IDを共有することはできますか？,申し訳ございません。他のユーザーとIDを共有することはできません。
フィーチャーフォン（ガラ携）はTOYOTA/LEXUSの共通IDに対応していますか？,フィーチャーフォン（ガラ携・ガラケー、ガラホ）は対応しないため、画面表示はされません。
企業アカウントの登録申請をキャンセルする方法はありますか？,"Toyota Biz Centerのトップより、以下の流れで企業アカウントの登録申請を取り下げることができます。
 
１．「申請の取り下げ、または登録手続きの途中で本サービスの解除を希望される方は、こちらからお手続きいただけます」の「こちら」をタップ
２．サービスの解除ページより「解除する」をタップ"
企業アカウントでのToyota Biz Centerサービスの利用権限付与機能とは何ですか？,ご契約サービスの「利用権限」を他の企業ユーザーに付与できる権限です。サービスの利用権限付与機能は、ご契約サービスごとに、また企業ユーザーごとに設定が必要です。
企業アカウントでのToyota Biz Centerサービスの利用権限とは何ですか？,ご契約したサービスを利用するために必要な権限です。サービス利用権限は、ご契約サービスごとに、また企業ユーザーごとに設定が必要です。
ID管理権限に関して、どのような機能がありますか？,"ＩＤ管理権限は、企業アカウントに企業ユーザーを紐づける権限のことです。具体的には、以下の権限です。
 
・企業ユーザー登録申請の承認
・企業ユーザー招待
・企業ユーザー登録の解除"
企業管理者を変更する方法は何ですか？,企業管理者の変更は、現在の企業管理者による操作でのみ可能です。「アカウント管理」ページの「企業管理者情報」の「変更」ボタンから「企業管理者変更」ページより変更してください。
企業管理者が不明の場合、Toyota Biz Centerでどのように確認できますか？,"※企業ユーザー登録がお済みの方
「アカウント管理」ページの「企業管理者情報」よりご確認いただけます。
 
※企業ユーザー登録がお済みでない方
ご登録情報の開示はできません。社内でご確認いただくようお願いいたします。"
企業管理者とは、Toyota Biz Centerでの企業アカウントとユーザー権限を管理する役割のことですが、具体的にどのような権限がありますか？,"企業アカウントの登録申請を行ったユーザーが「企業管理者」として登録されます。主な役割は以下の通りです。
 
・企業情報の変更・申請
・各種サービスの申し込み
・企業ユーザー管理、等
 
※企業管理者は1企業につき1人です。企業管理者の役割は他の企業ユーザーに移譲することができます。"
Toyota Biz Centerでユーザー情報を変更する方法は何ですか？,「アカウント管理」ページの「ログインユーザー」にある「変更」ボタンより変更が可能です。
企業ユーザー招待が処理されない場合、どのような対処方法がありますか？,「アカウント管理」ページの「招待中メールアドレス」をご確認のうえ、招待したユーザーに直接ご確認ください。
企業ユーザー登録申請が承認されない場合、どのような対処方法がありますか？,承認状況は、企業管理者またはID管理権限保有者に直接ご確認ください。
Toyota Biz Centerのユーザー登録において、招待メールが届かない場合はどのような対処方法がありますか？,"※招待をした場合
招待したユーザーのメールアドレスに間違いがないかご確認ください。
招待したメールアドレスは、「アカウント管理」ページの「招待中メールアドレス」よりご確認いただけます。メールアドレスに間違いがあった場合は、再度招待を行ってください。
 
※招待されている場合
「no-reply@biz.toyota」からのメールを受信できるように設定してください。迷惑メール対策などでドメイン指定受信や受信拒否設定をしている場合、メールが届かないことがあります。また、迷惑メールフォルダ等に振り分けされている場合もありますので、一度ご確認ください。"
企業アカウントを退会（削除）する方法は何ですか？,"「アカウント管理」ページの「企業アカウント退会（削除）の手続きはこちら」より退会（削除）手続きを行ってください。
 
なお、企業アカウントの退会（削除）は、企業管理者のみ可能です。"
企業アカウントの情報を変更する方法は何ですか？,"企業情報の変更は企業管理者のみ可能です。
 
「企業情報変更」ページより登記事項証明書（現在事項証明書）を添付のうえ申請を行ってください。3営業日以内にメールで変更審査の結果をご連絡いたします。"
企業アカウントを取得する方法は何ですか？,"Toyota Biz Centerにログイン後(*1)、「企業アカウント登録」ページより申請を行ってください。

トヨタ自動車株式会社の基準に沿った審査後、企業アカウントが発行されます。審査には「登記事項証明書（現在事項証明書）」が必要です。予めご用意をお願いいたします。
 
なお、企業アカウントは、1企業につき1つ発行されます。
 
*1) 企業アカウントの申請には、「法人」区分でTOYOTA/LEXUSの共通IDを取得していただく必要があります。"
企業ユーザー登録とは、Toyota Biz Centerでどのようなサービスが提供されていますか？,"企業ユーザー登録は、TOYOTA/LEXUSの共通IDとToyota Biz Centerの企業アカウントを紐づけることで完了します。
Toyota Biz Centerにログイン後(*1)、「企業ユーザー登録」ページから申請、または別の企業ユーザー(*2)より招待を受けてください。
 
*1) Toyota Biz Centerのログインには、TOYOTA/LEXUSの共通IDが必要です。
*2) 企業ユーザー招待は、企業管理者またはID管理権限保有者のみ可能です。"
デジタルキーのアプリを起動しているのに車が反応しない場合、どのような対処方法がありますか？,"ご利用のスマホやOSのバージョンによっては、デジタルキーアプリがバックグラウンド状態にある際、動作を停止している場合があります。
デジタルキーアプリをスマホ画面に表示して、フォアグラウンド状態になっていることを確認して再度お試しください。"
デジタルキーを削除せずに車を売却した場合、どのような手続きを行うべきですか？,G-Link、T-Connectの解約がお済みでない場合、解約手続きをしてください。
スマホを機種変更した場合、以前のスマホでデジタルキーは引き続き利用可能ですか？,以前のスマホから別のスマホへオーナーキーの引き継ぎ操作を行った場合、以前のスマホからは全てのキーが削除されます。引き続き、以前のスマホをお使いになる場合は、改めて別のクルマのオーナーキー/シェアキーを登録する作業が必要です。
デジタルキーを使用する際、スマートフォンを車内のどの位置に置くのが適切ですか？,スマホは、センターコンソール付近に置く必要があります。
デジタルキーのオーナーキーは、複数のスマートフォンに登録や複製することは可能ですか？,"オーナーキーを複製することはできません。
オーナーキーはクルマ1台につき1つのスマホにのみ登録できます。"
デジタルキーのオーナーキーを他の人に譲渡することは可能ですか？,"他の人にオーナーキーを譲渡することはできません。
オーナーキーは契約者（オーナー）のみ登録することができます。"
スマートフォンのBluetooth設定をオフにしてもデジタルキーが操作できてしまう場合、どのような対処方法がありますか？,"スマホの機種によっては、Bluetooth設定をOFFにしても、クルマとの接続が継続される場合があります。
スマホとクルマの接続を切断するには、デジタルキーアプリを終了してください。"
複数台のクルマのオーナーキーを1つのスマホに登録することは可能ですか？また、1台のクルマのオーナーキーを複数のスマホで共有できますか？,"1つのスマホに、複数台のクルマのオーナーキーを登録いただけます。
ただし、1台のクルマで発行できるオーナーキーは1つのみで、スマホ1台に登録できるデジタルキーは最大4本です。
複数のスマホでデジタルキーをご利用になる場合は、シェアキーにてご利用ください。"
デジタルキーのシェアキーが利用期限内に使えない場合や、期限が過ぎても使える場合がある場合、どのような対処方法がありますか？,"クルマ側の内部時刻（カーナビの時刻とは異なります）にズレが発生している場合が考えられます。
お手数ですが、以下の手順で時刻同期を試してください。

スマホをインターネットにつながる状態にして、デジタルキーアプリを画面に表示し、クルマと接続してください。
クルマと接続されている場合、マイページに「車両接続状態：接続済み」と表示されます。

デジタルキーアプリを画面に表示したまま、スマホがクルマと接続された状態で5秒程度お待ちいただくと、クルマの時刻補正が完了します。"
デジタルキーアプリを見つけるためには、どのようなキーワードを使って検索すれば良いですか？,"アプリストアで「トヨタ　デジタルキー」を入力して、検索してください。
スマホのOSが対象外の場合は検索することができません。
見つからない場合は、少し時間をおいて再度お試しください。"
スマホのバッテリーが走行中に切れた場合、デジタルキーの機能はどうなりますか？,"クルマが始動していれば、クルマの電源をOFFにするまで走行することができます。
その後、デジタルキーを使ったクルマの再始動はできません。
クルマをお使いになる場合、スマホを充電する、または電子キー(スマートキー)をご利用ください。"
デジタルキーの問題や困ったときには、どこに連絡すれば解決できますか？,"※デジタルキーのご利用についてのお問い合わせ

【トヨタ・他メーカー】トヨタデジタルキーデスク
受付時間：9:00-22:00（年中無休）
0800-080-7862

【レクサス】レクサスオーナーズデスク
受付時間：24時間（年中無休）
※お問い合わせの際はレクサスオーナーズカード、またはデジタルキーアプリにログイン後、アプリ内の「お問い合わせ」をご確認ください
 

※デジタルキーのご契約についてのお問い合わせ

【トヨタ・他メーカー】T-Connectサポートセンター
受付時間：9:00-18:00（年中無休）
0800-500-6200

【レクサス】G-Linkサポートセンター
受付時間：9:00-18:00（年中無休）
0800-300-3388"
海外でデジタルキー搭載のクルマを使用する際、デジタルキーは利用可能ですか？,本サービスは国内向けサービスのため、海外ではご利用いただけません。
デジタルキーサービスの無料期間と利用料金はどのように設定されていますか？,新車購入時から36ヶ月無償です。（37ヶ月目からは月額利用料は550円(税込み価格) ）
デジタルキーアプリをアップデートしない場合、使用できなくなることはありますか？また、スマホのOSやアプリのアップデートによってデジタルキーが消えることはありますか？,"スマホのOSのアップデートなどに合わせて、使用できなくなることがあります。
随時、アップデートで機能や不具合などを解消いたしますので、ぜひ最新版をご利用ください。
OSやアプリのアップデートでデジタルキーが消えることはありません。"
次回のメンテナンスで表示される内容は何ですか？,"「次回のメンテナンス」機能が表示されている場合、お客様とTOYOTA/LEXUSの共通IDが連携している販売店では、
「MyTOYOTA　整備手帳」機能をお使いいただくことができます。
定期点検（1か月無料点検、6か月無料点検、プロケア10、車検、12か月法定点検等）をご予約されていない場合は、
入庫の目安となる日時を表示しており、ご予約済みの場合は、予約された日時を表示しています。"
整備履歴が表示されない場合、どのような対処方法がありますか？,"お客様が整備手帳をお使いになられた日「以降」の、整備の履歴が、その日の翌日朝9時に更新されます。
そのため、過去の履歴が表示されません。

※
販売店の設定により、表示される場合もございます。"
整備手帳の入庫予約（点検、整備予約）をする際、どのようにして販売店に追加の要望を伝えることができますか？,"予約を行う画面にて、「追加のご要望」のコメント欄がありますので、入力ください。
また、販売店が追加メニューを設定している場合もあり、その場合かつ希望のメニューがそこにある場合は、
そのメニューを選択いただくだけで追加のご用命をすることができます。"
自分が撮影した車の写真や動画を、会社の広告やホームページに掲載することは可能ですか？,"お客様ご自身で撮影されたお客様のお車の写真や動画を広告に掲載しても問題ありません。
なお、広告掲載にあたり、弊社のブランドやイメージを著しく損なう表現は行わないよう、ご配慮をお願いいたします。
また、弊社ホームページや、雑誌、TV、SNSなどから得た写真・画像・音声・動画を広告に掲載することは、
著作権、肖像権に関連する観点から、おやめください。"
トヨタ自動車のホームページやカタログの画像を使用する際には、どのような手続きが必要ですか？,著作権、肖像権に関連する観点より、画像の転載はお断りしております。
トヨタ自動車のホームページにリンクを貼る方法はどのようにすればいいですか？,原則として関係会社を除き全てお断りしております。
トヨタ自動車のホームページへのリンクを設置する方法は何ですか？,各ページのＵＲＬは予告なく変更、および削除する場合があるため、トップページへのリンクをお願いいたします。携帯サイトに関しても同様です。ただし、営利目的のサイトからのリンク、または公序良俗に反するサイトとのリンクについてはお断りいたします。
トヨタ自動車およびレクサスアンケートで収集された個人情報の主な利用目的は何ですか？,カスタマーサービス向上、およびプレゼント当選結果のご連絡に利用させていただきます。
Amazonギフトコードの詳細について教えていただけますか？,「Amazon」サイト内でのお買い物にご利用いただけるギフトコードです。
トヨタ自動車／レクサスアンケートのプレゼントの当選方法と発表はいつ行われますか？,"TOYOTA/LEXUSの共通IDにログインしてアンケートにご回答いただいた方を対象に、プレゼントの抽選を行います。
毎月月末に締め切り、翌月抽選、当選された方には回答月の翌月末までにTOYOTA/LEXUSの共通IDにご登録のメールアドレス宛に当選のご連絡をいたします。
当選者の発表は、メールの発送をもって変えさせていただきます。"
アンケートメールを誤って破棄した場合、再送してもらう方法はありますか？,"大変申し訳ございませんが、メールの再送付は不可となっております。
また次の機会にご協力をお願いいたします。"
アンケートへの回答はトヨタ自動車／レクサスの場合、必須ですか？,"アンケートのご回答は任意ですが、たくさんのご意見をいただきたいと考えておりますので、ぜひご協力をお願いいたします。
匿名での回答も可能となっております。"
アンケートの回答データは、どのような目的で利用されていますか？,車両・サービス等に関する商品開発の参考および販売店応対や、WEBサイト・アプリ・コールセンター等におけるカスタマーサービス向上のために利用させていただきます。
スマートフォンやパソコン以外のデバイスでも、トヨタ自動車／レクサスアンケートに回答することは可能ですか？,スマートフォン・パソコンからのご回答が可能です。フィーチャーフォン（ガラケー）からの接続はできません。
TOYOTA/LEXUSの共通IDに登録したメールアドレスで受信したアンケートの回答期限は存在しますか？,回答期限はアンケートメールを受信されてから30日間です。
トヨタ自動車／レクサスアンケートメールの配信停止方法は何ですか？,"TOYOTA/LEXUSの共通IDをお持ちの方に、アンケートメールをお送りする場合がございます。
配信停止をご希望される場合は、お手数ですがアンケートメール内の［アンケートに答える］からログインのうえ、ページ下部にある［メール受信設定］のリンクよりお手続きをお願いいたします。

※アンケート回答有効期限（30日間）を経過した場合、アンケートの受信設定ができなくなる可能性がございますので、ご了承ください。"
トヨタ自動車／レクサスアンケートのURLにアクセスできない場合、どのような対処方法がありますか？,サーバーが不安定になっている可能性がございます。少し時間を置いてから再びアクセスをお願いいたします。
次回のメンテナンスで表示される内容は何ですか？,"「次回のメンテナンス」機能が表示されている場合、お客様とTOYOTA/LEXUSの共通IDが連携している販売店では、
「MyTOYOTA　整備手帳」機能をお使いいただくことができます。
定期点検（1か月無料点検、6か月無料点検、プロケア10、車検、12か月法定点検等）をご予約されていない場合は、
入庫の目安となる日時を表示しており、ご予約済みの場合は、予約された日時を表示しています。"
整備履歴が表示されない理由は何ですか？,"お客様が整備手帳をお使いになられた日「以降」の、整備の履歴が、その日の翌日朝9時に更新されます。
そのため、過去の履歴が表示されません。

※
販売店の設定により、表示される場合もございます。"
整備手帳の入庫予約（点検、整備予約）をする際、どのようにして販売店に追加の要望を伝えることができますか？,"予約を行う画面にて、「追加のご要望」のコメント欄がありますので、入力ください。
また、販売店が追加メニューを設定している場合もあり、その場合かつ希望のメニューがそこにある場合は、
そのメニューを選択いただくだけで追加のご用命をすることができます。"
運転中に食事や化粧をすることは違反になりますか？,"クルマは絶好のプライベート空間なので、運転しながら朝の身支度等をやりたいと思ってしまいがちですが、危ないですので止めましょう！
 

運転者には、安全運転の義務があります。

法令（道路交通法 第70条）には、「車両等の運転者は、当該車両等のハンドル、

ブレーキその他の装置を確実に操作し、かつ、道路、交通及び当該車両等の状況に応じ、
他人に危害を及ぼさないような速度と方法で運転しなければならない」 と記載があります。
 
運転中の化粧や食事で片手運転等をすると、確実なハンドル操作が出来なくなる恐れがあります。

また、運転に集中できず、周囲の動きに気づくのが遅くなると、ブレーキ操作等が遅れ、事故を起こす恐れもあり、危険です。

  ＊クルマの操作を誤り事故を起こした場合、「安全運転義務違反」になります。
 
化粧や食事は、駐車場で停車してから行う等し、

クルマを運転するときは運転だけに意識を集中させ、余裕をもった運転を心掛けましょう！
 

＊上記内容は法改正等で変更となる場合があります。最新情報をお確かめの上で運転して下さい。

※クルマのいろは　TOPページへ戻る"
ドライビングポジションを見直すことで運転の疲れを軽減する方法は何ですか？,"運転していて、疲れてしまうことはありませんか？

ドライビングポジションが悪いと、素早い操作ができなかったり、ふらついたり、運転の疲労感が増えてしまったり･･･
今回は、正しいドライビングポジションをご紹介します♪
 
 
◆手順１◆ 
シートスライドの調整
 

 

 

【  注意 】 フロントシートの下に物を置かないでください。シート調整後は、シートがきちんと固定されていることを確認してください。
 
◆手順２◆ 
シートリクライニング、ハンドルの調整
 

 

 

 

 

 

以上で完成です♪ 正しいドライビングポジションで、安全なドライブをしましょう！

＊クルマによって操作レバーの位置等、仕様が異なりますので、詳しくは車両取扱書をご確認ください。

※トヨタ公式Twitterでの投稿は、こちらから
※クルマのいろは　TOPページへ戻る"
子どもとのドライブ中に実施すべき安全対策は何ですか？,"お子さまが不意にドアや窓を開けようとしてヒヤッとしたことありませんか？
そんな方へ、2種類の「ロック」をご紹介します！
 
 
◆安全対策１◆チャイルドプロテクター
 

車内から後席ドアを開けられないようにできます。
後席ドアを開けると、このマークがありますよ！
 

ロックをする方法は、レバーを②の方向に下げると「ON」になります。

ドアは外側から開けられますので、「開かない」と慌てないでくださいね。
 
 
◆安全対策２◆ウィンドウロックスイッチ
 

 
運転席以外の窓ガラスを開閉できないようにできます。
運転席で、このマークのスイッチを見つけてくださいね！
 
運転席の窓

 
運転席以外の窓

運転席以外の窓ガラスを不意に開けられないので 安心です！
 
「ロック」で安全安心ドライブ♪
お子さまの笑顔を乗せて、楽しいひとときを！
 

※トヨタ公式Twitterでの投稿は、こちらからみてね
※クルマのいろは　TOPページへ戻る"
ライズは何人乗りの車ですか？,乗車定員は、5名です。
シエンタの荷室には自転車を載せることができますか？,"こちらの表をご覧ください。

仕様
自転車積載台数

3列シート車
2列目シート：タンブル、3列目シート：格納 状態で
27インチ相当と20インチの自転車を1台ずつ搭載可能です。

2列シート車
2列目シート：チルトダウン状態で
26インチの自転車を2台搭載可能です。"
bZ4Xの1回の充電に必要な時間はどれくらいですか？,"こちらの表をご覧ください。
駆動用電池充電警告灯点灯から満充電にする際の所要時間

充電種類
電圧
消費電力（充電電流）
時間＊1

普通充電
AC200V
3kW（16A）＊2
約21時間

6kW（30A）＊2＊3
約12時間

急速充電
ー
50kW（125A）
　約60分
（満充電量の約80%充電）

90kW（200A）
約40分
（満充電量の約80%充電）

＊1
充電時間は、駆動用バッテリーの残量や外気温、普通/急速充電器（スタンド）の仕様などの条件により、変動することがあります。あくまで目安の時間としてご確認ください。
＊2
マルチインフォメーションディスプレイの車両カスタマイズで、充電電流を8Aへ変更することができます。その場合は、充電完了までの時間は長くなります。
＊3
車載充電ケーブル（AC200V用　7.5ｍ・15ｍ）は、6kＷ充電に対応していません。"
bZ4Xの1回の充電にかかる電気代はいくらですか？,"【普通充電の場合】
電欠灯点灯から満充電するのに掛かる電気代の目安は、200V充電で約1,865円/回です。
こちらは、一例＊でのご紹介です。ご契約の電力会社や契約内容によって電気代は異なります。

＊
ご契約の電気料金が、30.57円/kWhの場合
（東京電力 スタンダードＳプラン(関東エリア)301kWh～の料金（2022年8月現在））

なお、電欠灯点灯から満充電するのに必要な電力量は、200V充電の場合約61kWh（キロワットアワー）です。
お客様がご契約の電気料金からの計算方法は以下をご参照ください。
＜200V充電＞
お客様がご契約の1kWhの電気料金の単価 × 61
【V2H充電の場合】
ご契約の電力会社や契約内容、および、V2H機器によって電気代は異なります。
消費電力量はV2H機器によって異なりますので、詳しくはV2H機器メーカーまでお問い合わせください。"
カムリのトランクには、何インチのゴルフバッグが何個収納できますか？,"こちらの表をご覧ください。

条件
ゴルフバッグ搭載数

2WD
（アクセサリーコンセント非装着車）
長さ46インチのゴルフクラブが入る9.5インチのゴルフバッグ＊が4個収納できます。

2WD
（アクセサリ－コンセント装着車）
E-Four
長さ46インチのゴルフクラブが入る9.5インチのゴルフバッグ＊が3個収納できます。

＊
ゴルフバッグのみです。　シューズバッグ・ウェアバッグは含まれておりません。"
MIRAIの水素満充填に必要な燃料代はいくらですか？,"燃料代は、その時の水素充填量と、水素ステーションの単価によって異なりますが、
日常的には、およそ4〜5kgの水素充填で約5,000円（税別）前後になると思います。
MIRAIの水素タンク総容積は141ℓ、約5.6kg分の水素を貯蔵可能で、
東京都内で営業している水素ステーションでは、1,100円/kg（税別）〔2021年6月現在〕程度で充填が可能です。
水素の単価については、水素ステーションによって異なりますので、各水素ステーション事業所へお問い合わせください。"
MIRAIの駆動用バッテリーが故障した場合、燃料電池システムで走行することは可能ですか？,"駆動用バッテリー上がり、もしくは故障している場合は、FCシステムを立ち上げることができないため、走行できません。
　駆動用バッテリーが上がり、もしくはFCシステムが始動できないときはトヨタ販売店にご連絡ください。　
　販売店の専用装置にて充電する必要があります。"
ライズの排気量は何ccですか？,ハイブリッド車／ガソリン車2WDは1.2L、ガソリン車4WDは1.0Ｌです。
シエンタのディスプレイオーディオには入力・出力端子があり、外部機器やUSBメモリーから音楽や動画を再生することは可能ですか？,ディスプレイオーディオには、USB端子とHDMI端子があります。USBメモリーを使って音楽・動画を再生できます。また、iPod/iPhone、スマートフォン、携帯電話などをUSB接続やBluetooth接続で音楽再生が可能ですが、動画再生はできません。HDMI接続を利用すれば、外部機器（スマートフォン/タブレットなど）の映像や音声を再生できます。
